caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1644509083,0.345218175975987,64,Male,some college but no degree (yet),White,divorced,registered,Republican,an extremely conservative,"$50,000 to $59,999",most of the time,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose
1644509899,3.55172680141438,31,Male,a high school diploma,Black or African-American,single,registered,Democrat,an extremely liberal,"$20,000 to $29,999",most of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1644511763,4.26900380457374,76,Male,no high school diploma,Black or African-American,separated,registered,Democrat,a slightly conservative,"$40,000 to $49,999",some of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1644590277,1.06959260968561,59,Female,a high school diploma,White,married,registered,Republican,an extremely conservative,"$20,000 to $29,999",some of the time,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose
1644628415,0.44405276286942,64,Female,some college but no degree (yet),White,widowed,registered,Independent,a moderate,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1644661209,0.683239030147449,40,Non-binary,a 4-year college degree,Hispanic or Latino,married,registered,Democrat,a liberal,"$80,000 to $99,999",only now and then,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose
1644717513,1.10450978459152,31,Female,a high school diploma,White,single,registered,Republican,a conservative,"$50,000 to $59,999",hardly at all,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1645507217,0.74257183134983,84,Male,a 2-year college degree,White,married,registered,Independent,a liberal,"$70,000 to $79,999",most of the time,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1645524673,0.435732525176108,70,Female,some college but no degree (yet),White,single,registered,Democrat,a slightly liberal,"$20,000 to $29,999",hardly at all,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1645455453,0.446927677345164,21,Female,a high school diploma,White,single,registered,Democrat,a liberal,"$70,000 to $79,999",some of the time,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support
1645507657,1.11696544533241,23,Female,a high school diploma,Black or African-American,single,unregistered,Independent,a slightly conservative,"less than $10,000",some of the time,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support
1645558165,1.35117058096023,50,Male,a 4-year college degree,Hispanic or Latino,single,registered,Democrat,an extremely liberal,"$50,000 to $59,999",most of the time,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1645558211,0.979801087805617,70,Female,some college but no degree (yet),White,married,registered,Republican,a conservative,"$50,000 to $59,999",only now and then,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1645570283,0.916106493256281,55,Male,some college but no degree (yet),White,single,registered,Republican,an extremely conservative,"less than $10,000",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1645570361,1.75660029559022,65,Male,a high school diploma,White,single,unregistered,Independent,an extremely conservative,"less than $10,000",hardly at all,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1645570517,1.34950292285388,66,Female,a 2-year college degree,White,divorced,registered,Republican,an extremely conservative,"$50,000 to $59,999",hardly at all,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support
1645643877,0.755110233359368,72,Male,a high school diploma,White,married,registered,Republican,a moderate,"$100,000 to $119,999",some of the time,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support
1645643903,0.666446129636735,76,Female,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$80,000 to $99,999",most of the time,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support
1645647763,1.32391958590288,30,Male,a 2-year college degree,White,married,unregistered,Independent,a slightly conservative,"$20,000 to $29,999",some of the time,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support
1645683065,1.65344416559675,31,Male,some college but no degree (yet),Asian or Asian-American,married,unregistered,Independent,an extremely liberal,"$70,000 to $79,999",only now and then,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1645958677,0.862983021528827,27,Female,no high school diploma,Hispanic or Latino,single,registered,Democrat,a moderate,"$50,000 to $59,999",only now and then,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support
1646541673,0.972198826476033,55,Female,no high school diploma,White,divorced,registered,Republican,a moderate,"less than $10,000",only now and then,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose
1646556329,0.410980761282683,62,Female,a 2-year college degree,Black or African-American,divorced,registered,Democrat,a slightly liberal,"$50,000 to $59,999",some of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1646592713,0.286797738049708,40,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$60,000 to $69,999",hardly at all,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1646592741,3.41782030977482,25,Male,a 4-year college degree,Black or African-American,single,unregistered,Independent,a moderate,"$100,000 to $119,999",most of the time,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support
1646592805,1.69681805463887,23,Female,some college but no degree (yet),White,married,registered,Independent,a slightly conservative,"$30,000 to $39,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose
1646593187,2.14195817007831,55,Female,a high school diploma,White,married,unregistered,Democrat,a moderate,"$50,000 to $59,999",hardly at all,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support
1646682215,1.48534097338836,34,Female,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$20,000 to $29,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support
1646682299,1.91357340554487,54,Male,some college but no degree (yet),White,single,unregistered,Democrat,a moderate,"less than $10,000",most of the time,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support
1646922057,0.891276257052308,28,Male,a 4-year college degree,Hispanic or Latino,single,registered,Republican,a conservative,"$80,000 to $99,999",some of the time,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose
1647256387,0.718166866426958,27,Male,some college but no degree (yet),Asian or Asian-American,single,registered,Republican,a slightly conservative,"$100,000 to $119,999",some of the time,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose
1647321987,0.740681613480976,29,Female,a high school diploma,Hispanic or Latino,single,registered,Democrat,an extremely liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647429269,1.01603930396149,21,Female,some college but no degree (yet),White,single,unregistered,Democrat,a slightly liberal,"$100,000 to $119,999",some of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support
1647613747,0.985708487904838,41,Female,some college but no degree (yet),Hispanic or Latino,married,registered,Independent,a moderate,"$120,000 to $149,999",some of the time,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose
1647899215,0.634493061643041,28,Male,a 4-year college degree,White,married,registered,Democrat,a liberal,"$70,000 to $79,999",some of the time,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1648409879,7.2733132302321,71,Female,no high school diploma,Hispanic or Latino,married,registered,Independent,a slightly liberal,"$50,000 to $59,999",only now and then,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose
1648661307,0.849990042505751,27,Female,a high school diploma,Black or African-American,separated,registered,Democrat,an extremely conservative,"$40,000 to $49,999",some of the time,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1648682103,0.393207003374271,59,Female,a 2-year college degree,White,married,registered,Democrat,a liberal,"$50,000 to $59,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1648712991,0.554132645749206,39,Female,some college but no degree (yet),Black or African-American,widowed,registered,Independent,a moderate,"$70,000 to $79,999",some of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1648753551,0.268521901300628,46,Male,some college but no degree (yet),Black or African-American,single,registered,Independent,a liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1648786283,2.47328733555829,19,Male,some college but no degree (yet),Asian or Asian-American,single,unregistered,Democrat,a slightly liberal,"$40,000 to $49,999",hardly at all,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support
1648850777,2.19378250800389,45,Female,a 4-year college degree,Black or African-American,married,unregistered,Republican,a slightly conservative,"$70,000 to $79,999",some of the time,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support
